Gene_A	Gene_B
GL8D1_MOUSE	IL21_MOUSE
E41L3_MOUSE	IL21_MOUSE
CD5_MOUSE	IL21_MOUSE
MINP1_MOUSE	IL21_MOUSE
TDT_MOUSE	IL21_MOUSE
DGKA_MOUSE	IL21_MOUSE
PASK_MOUSE	IL21_MOUSE
PKP4_MOUSE	IL21_MOUSE
NFAC2_MOUSE	IL21_MOUSE
TRI25_MOUSE	ADAD1_MOUSE
GMCL1_MOUSE	ADAD1_MOUSE
CLGN_MOUSE	ADAD1_MOUSE
CR1L_MOUSE	ADAD1_MOUSE
MCP_MOUSE	ADAD1_MOUSE
PCSK4_MOUSE	ADAD1_MOUSE
RED1_MOUSE	ADAD1_MOUSE
SEPT4_MOUSE	ADAD1_MOUSE
C1TC_MOUSE	ADAD1_MOUSE
MAK_MOUSE	ADAD1_MOUSE
ADAM2_MOUSE	ADAD1_MOUSE
ACRO_MOUSE	ADAD1_MOUSE
AGFG1_MOUSE	ADAD1_MOUSE
PLCD4_MOUSE	ADAD1_MOUSE
STP1_MOUSE	ADAD1_MOUSE
MPIP2_MOUSE	ADAD1_MOUSE
IL4_MOUSE	IL2_MOUSE
TIMP1_MOUSE	IL2_MOUSE
FOLR1_MOUSE	IL2_MOUSE
MMP8_MOUSE	IL2_MOUSE
GGT1_MOUSE	IL2_MOUSE
ID3_MOUSE	IL2_MOUSE
EWS_MOUSE	IL2_MOUSE
TFE2_MOUSE	IL2_MOUSE
IRF4_MOUSE	IL2_MOUSE
XRCC4_MOUSE	IL2_MOUSE
ANXA7_MOUSE	IL2_MOUSE
DOK2_MOUSE	IL2_MOUSE
XRCC6_MOUSE	IL2_MOUSE
GRAA_MOUSE	IL2_MOUSE
I15RA_MOUSE	IL2_MOUSE
TFF3_MOUSE	IL2_MOUSE
TFF1_MOUSE	IL2_MOUSE
SIGIR_MOUSE	IL2_MOUSE
IL6_MOUSE	IL2_MOUSE
ICOS_MOUSE	IL2_MOUSE
SL9A4_MOUSE	IL2_MOUSE
NRAM1_MOUSE	IL2_MOUSE
XRCC5_MOUSE	IL2_MOUSE
PTPRC_MOUSE	IL2_MOUSE
PTF1A_MOUSE	IL2_MOUSE
IL2RA_MOUSE	IL2_MOUSE
IL1B_MOUSE	IL2_MOUSE
IL1A_MOUSE	IL2_MOUSE
NFAC2_MOUSE	IL2_MOUSE
SKIL_MOUSE	IL2_MOUSE
LOX12_MOUSE	XCT_MOUSE
YLAT1_MOUSE	XCT_MOUSE
CERU_MOUSE	XCT_MOUSE
M3K11_MOUSE	XCT_MOUSE
PTN6_MOUSE	XCT_MOUSE
CTNS_MOUSE	XCT_MOUSE
TYRP1_MOUSE	XCT_MOUSE
GGT1_MOUSE	XCT_MOUSE
ATOX1_MOUSE	XCT_MOUSE
AP3D1_MOUSE	XCT_MOUSE
COLI_MOUSE	XCT_MOUSE
TR10B_MOUSE	XCT_MOUSE
LAT2_MOUSE	XCT_MOUSE
TGM1_MOUSE	XCT_MOUSE
ATS20_MOUSE	XCT_MOUSE
SNAI2_MOUSE	XCT_MOUSE
MRP1_MOUSE	XCT_MOUSE
CAN1_MOUSE	XCT_MOUSE
HPS1_MOUSE	XCT_MOUSE
CD151_MOUSE	XCT_MOUSE
MELPH_MOUSE	XCT_MOUSE
STEA3_MOUSE	XCT_MOUSE
SPTA1_MOUSE	XCT_MOUSE
GOGA2_MOUSE	RB33B_MOUSE
RABE1_MOUSE	RB33B_MOUSE
A16L1_MOUSE	RB33B_MOUSE
ACVR1_MOUSE	RB33B_MOUSE
VAC14_MOUSE	COG6_MOUSE
ACSL1_MOUSE	COG6_MOUSE
RNFT1_MOUSE	COG6_MOUSE
PHB2_MOUSE	STML3_MOUSE
CAV1_MOUSE	STML3_MOUSE
ADCY3_MOUSE	STML3_MOUSE
ERLN1_MOUSE	STML3_MOUSE
PODO_MOUSE	STML3_MOUSE
STOM_MOUSE	STML3_MOUSE
CK5P3_MOUSE	UFM1_MOUSE
ESAM_MOUSE	TRPC4_MOUSE
PON1_MOUSE	TRPC4_MOUSE
EPHA2_MOUSE	TRPC4_MOUSE
ACE2_MOUSE	TRPC4_MOUSE
DDIT4_MOUSE	TRPC4_MOUSE
NHRF1_MOUSE	TRPC4_MOUSE
P2RX1_MOUSE	TRPC4_MOUSE
AT2A3_MOUSE	TRPC4_MOUSE
IRX4_MOUSE	TRPC4_MOUSE
CLUS_MOUSE	TRPC4_MOUSE
HYES_MOUSE	TRPC4_MOUSE
SRCA_MOUSE	TRPC4_MOUSE
ADIPO_MOUSE	TRPC4_MOUSE
IC1_MOUSE	TRPC4_MOUSE
MX2_MOUSE	TRPC4_MOUSE
LCAP_MOUSE	TRPC4_MOUSE
ARBK1_MOUSE	TRPC4_MOUSE
VEGFB_MOUSE	TRPC4_MOUSE
KCIP2_MOUSE	TRPC4_MOUSE
SIR3_MOUSE	TRPC4_MOUSE
IRK3_MOUSE	TRPC4_MOUSE
CO1A1_MOUSE	POSTN_MOUSE
CO3A1_MOUSE	POSTN_MOUSE
RASF1_MOUSE	EXOS8_MOUSE
FHOD1_MOUSE	EXOS8_MOUSE
EXOS7_MOUSE	EXOS8_MOUSE
CWC22_MOUSE	EXOS8_MOUSE
EXOS9_MOUSE	EXOS8_MOUSE
CP2DQ_MOUSE	AAAD_MOUSE
LOX12_MOUSE	P2RY1_MOUSE
IMDH1_MOUSE	P2RY1_MOUSE
CERU_MOUSE	P2RY1_MOUSE
CD33_MOUSE	P2RY1_MOUSE
AQP1_MOUSE	P2RY1_MOUSE
SH2B2_MOUSE	P2RY1_MOUSE
NPRL3_MOUSE	P2RY1_MOUSE
ITB3_MOUSE	P2RY1_MOUSE
NHRF1_MOUSE	P2RY1_MOUSE
FANCC_MOUSE	P2RY1_MOUSE
TR10B_MOUSE	P2RY1_MOUSE
DEMA_MOUSE	P2RY1_MOUSE
OSMR_MOUSE	P2RY1_MOUSE
TFR1_MOUSE	P2RY1_MOUSE
MRP1_MOUSE	P2RY1_MOUSE
GNAQ_MOUSE	P2RY1_MOUSE
CAN1_MOUSE	P2RY1_MOUSE
CD151_MOUSE	P2RY1_MOUSE
CNGA3_MOUSE	P2RY1_MOUSE
STEA3_MOUSE	P2RY1_MOUSE
STOM_MOUSE	P2RY1_MOUSE
XCT_MOUSE	P2RY1_MOUSE
DDX21_MOUSE	DHX36_MOUSE
GGNB2_MOUSE	DHX36_MOUSE
ZN148_MOUSE	DHX36_MOUSE
MK13_MOUSE	EFGM_MOUSE
RRF2M_MOUSE	EFGM_MOUSE
CY1_MOUSE	EFGM_MOUSE
NDUS1_MOUSE	EFGM_MOUSE
RAB10_MOUSE	MFSD1_MOUSE
ITB7_MOUSE	IL12A_MOUSE
IL16_MOUSE	IL12A_MOUSE
IRF3_MOUSE	IL12A_MOUSE
IL27B_MOUSE	IL12A_MOUSE
NEMO_MOUSE	IL12A_MOUSE
IL12B_MOUSE	IL12A_MOUSE
CD244_MOUSE	IL12A_MOUSE
GA45B_MOUSE	IL12A_MOUSE
LKHA4_MOUSE	IL12A_MOUSE
SLPI_MOUSE	IL12A_MOUSE
IRF1_MOUSE	IL12A_MOUSE
MP2K3_MOUSE	IL12A_MOUSE
INGR1_MOUSE	IL12A_MOUSE
STK10_MOUSE	IL12A_MOUSE
VGFR3_MOUSE	IL12A_MOUSE
GP132_MOUSE	IL12A_MOUSE
IL9_MOUSE	IL12A_MOUSE
CXL13_MOUSE	IL12A_MOUSE
TNR21_MOUSE	IL12A_MOUSE
M3K8_MOUSE	IL12A_MOUSE
S22A6_MOUSE	IL12A_MOUSE
ANXA1_MOUSE	IL12A_MOUSE
PI51B_MOUSE	IL12A_MOUSE
ILRL1_MOUSE	IL12A_MOUSE
KPCT_MOUSE	IL12A_MOUSE
CO5_MOUSE	IL12A_MOUSE
MERL_MOUSE	SCHI1_MOUSE
FOS_MOUSE	SCHI1_MOUSE
PLXA2_MOUSE	IFT80_MOUSE
IRF9_MOUSE	IMA3_MOUSE
DGCR8_MOUSE	IMA3_MOUSE
FRIH_MOUSE	IMA3_MOUSE
ELL3_MOUSE	IMA3_MOUSE
S14L2_MOUSE	PPM1L_MOUSE
NR2C2_MOUSE	PPM1L_MOUSE
MARK3_MOUSE	PPM1L_MOUSE
FYCO1_MOUSE	PPM1L_MOUSE
GCP60_MOUSE	PPM1L_MOUSE
XPO1_MOUSE	NMD3_MOUSE
CBS_MOUSE	NMD3_MOUSE
CCNE1_MOUSE	CCNA1_MOUSE
BMP8B_MOUSE	CCNA1_MOUSE
UFO_MOUSE	CCNA1_MOUSE
LBR_MOUSE	CCNA1_MOUSE
MSH5_MOUSE	CCNA1_MOUSE
MERTK_MOUSE	CCNA1_MOUSE
MYBB_MOUSE	CCNA1_MOUSE
HSF2_MOUSE	CCNA1_MOUSE
CDK1_MOUSE	CCNA1_MOUSE
TIMP3_MOUSE	CCNA1_MOUSE
GAMT_MOUSE	CCNA1_MOUSE
LIMK2_MOUSE	CCNA1_MOUSE
SDC1_MOUSE	CCNA1_MOUSE
PAR2_MOUSE	CCNA1_MOUSE
DDX4_MOUSE	CCNA1_MOUSE
NKX31_MOUSE	CCNA1_MOUSE
PABP2_MOUSE	CCNA1_MOUSE
DMC1_MOUSE	CCNA1_MOUSE
HSF1_MOUSE	CCNA1_MOUSE
MORC1_MOUSE	CCNA1_MOUSE
MCM4_MOUSE	CCNA1_MOUSE
CDN1A_MOUSE	CCNA1_MOUSE
BAD_MOUSE	CCNA1_MOUSE
CDK2_MOUSE	CCNA1_MOUSE
CBX2_MOUSE	CCNA1_MOUSE
MCM6_MOUSE	CCNA1_MOUSE
TYRO3_MOUSE	CCNA1_MOUSE
MYF5_MOUSE	SMAD9_MOUSE
EFNB2_MOUSE	SMAD9_MOUSE
CLPB_MOUSE	SMAD9_MOUSE
NFIX_MOUSE	SMAD9_MOUSE
PRS6A_MOUSE	SMAD9_MOUSE
RMD5A_MOUSE	SMAD9_MOUSE
TIF1B_MOUSE	SMAD9_MOUSE
CTR9_MOUSE	SMAD9_MOUSE
ZN592_MOUSE	SMAD9_MOUSE
MA1A2_MOUSE	SMAD9_MOUSE
ATS13_MOUSE	SMAD9_MOUSE
LHX9_MOUSE	SMAD9_MOUSE
MGAT1_MOUSE	SMAD9_MOUSE
BTG2_MOUSE	SMAD9_MOUSE
RECQ5_MOUSE	SMAD9_MOUSE
SMAD5_MOUSE	SMAD9_MOUSE
DIAP3_MOUSE	SMAD9_MOUSE
INAR2_MOUSE	SMAD9_MOUSE
LUC7L_MOUSE	SMAD9_MOUSE
SIL1_MOUSE	SMAD9_MOUSE
ERCC3_MOUSE	SMAD9_MOUSE
TNFA_MOUSE	SMAD9_MOUSE
SMAD4_MOUSE	SMAD9_MOUSE
SMAD2_MOUSE	SMAD9_MOUSE
OTUB1_MOUSE	SMAD9_MOUSE
DKK1_MOUSE	SMAD9_MOUSE
MXI1_MOUSE	SMAD9_MOUSE
HPS1_MOUSE	SMAD9_MOUSE
GLI1_MOUSE	SMAD9_MOUSE
PLPL2_MOUSE	SMAD9_MOUSE
BACH1_MOUSE	SMAD9_MOUSE
SMAD7_MOUSE	SMAD9_MOUSE
LHX6_MOUSE	SMAD9_MOUSE
KAP3_MOUSE	NBEA_MOUSE
DDR1_MOUSE	T4S1_MOUSE
ACTN3_MOUSE	T4S1_MOUSE
T4S20_MOUSE	T4S1_MOUSE
PLAK_MOUSE	WWTR1_MOUSE
NHRF2_MOUSE	WWTR1_MOUSE
DVL3_MOUSE	WWTR1_MOUSE
CTNB1_MOUSE	WWTR1_MOUSE
CCAR1_MOUSE	WWTR1_MOUSE
DVL2_MOUSE	WWTR1_MOUSE
MPP5_MOUSE	WWTR1_MOUSE
AXIN1_MOUSE	WWTR1_MOUSE
TTF1_MOUSE	WWTR1_MOUSE
DHSD_MOUSE	PPID_MOUSE
PON1_MOUSE	PPID_MOUSE
UFO_MOUSE	PPID_MOUSE
CALR_MOUSE	PPID_MOUSE
MP2K1_MOUSE	PPID_MOUSE
THIOM_MOUSE	PPID_MOUSE
TIE2_MOUSE	PPID_MOUSE
MERTK_MOUSE	PPID_MOUSE
SDC4_MOUSE	PPID_MOUSE
SMUF2_MOUSE	PPID_MOUSE
G3BP1_MOUSE	PPID_MOUSE
RA51D_MOUSE	PPID_MOUSE
HSF2_MOUSE	PPID_MOUSE
LIMS1_MOUSE	PPID_MOUSE
DDIT4_MOUSE	PPID_MOUSE
TRXR1_MOUSE	PPID_MOUSE
L2GL1_MOUSE	PPID_MOUSE
TISB_MOUSE	PPID_MOUSE
LATS2_MOUSE	PPID_MOUSE
RCAN1_MOUSE	PPID_MOUSE
HS90B_MOUSE	PPID_MOUSE
BIRC6_MOUSE	PPID_MOUSE
MIB1_MOUSE	PPID_MOUSE
HGS_MOUSE	PPID_MOUSE
TYRO3_MOUSE	PPID_MOUSE
DLL4_MOUSE	PPID_MOUSE
SPIT1_MOUSE	PPID_MOUSE
PK3CA_MOUSE	PPID_MOUSE
SYN2_MOUSE	PROF2_MOUSE
GRD2I_MOUSE	PROF2_MOUSE
FHOD1_MOUSE	PROF2_MOUSE
RND3_MOUSE	PROF2_MOUSE
PROF1_MOUSE	PROF2_MOUSE
WASF1_MOUSE	PROF2_MOUSE
PROF4_MOUSE	PROF2_MOUSE
SMN_MOUSE	PROF2_MOUSE
NS1BP_MOUSE	PROF2_MOUSE
ROCK1_MOUSE	PROF2_MOUSE
NDUB8_MOUSE	PROF2_MOUSE
DYN1_MOUSE	PROF2_MOUSE
NCKP1_MOUSE	PROF2_MOUSE
SNTA1_MOUSE	PROF2_MOUSE
ETFB_MOUSE	ETFD_MOUSE
ACSF3_MOUSE	ETFD_MOUSE
DLDH_MOUSE	ETFD_MOUSE
DHSA_MOUSE	ETFD_MOUSE
NFS1_MOUSE	ETFD_MOUSE
LOX12_MOUSE	NEP_MOUSE
NQO1_MOUSE	NEP_MOUSE
NCPR_MOUSE	NEP_MOUSE
PERM_MOUSE	NEP_MOUSE
NF2L2_MOUSE	NEP_MOUSE
NCF1_MOUSE	NEP_MOUSE
PPGB_MOUSE	NEP_MOUSE
TBK1_MOUSE	NEP_MOUSE
PPARA_MOUSE	NEP_MOUSE
ECE2_MOUSE	NEP_MOUSE
A4_MOUSE	NEP_MOUSE
TNR12_MOUSE	NEP_MOUSE
ABCG8_MOUSE	NEP_MOUSE
HEMH_MOUSE	NEP_MOUSE
TNR6_MOUSE	NEP_MOUSE
FACE2_MOUSE	NEP_MOUSE
ACOD2_MOUSE	NEP_MOUSE
ECEL1_MOUSE	NEP_MOUSE
FA5_MOUSE	NEP_MOUSE
TRAF1_MOUSE	NEP_MOUSE
PCKGC_MOUSE	NEP_MOUSE
SH3G1_MOUSE	GUAA_MOUSE
OXR1_MOUSE	GUAA_MOUSE
MTU1_MOUSE	GUAA_MOUSE
ASND1_MOUSE	GUAA_MOUSE
AF10_MOUSE	GUAA_MOUSE
DGKE_MOUSE	KCAB1_MOUSE
SAP3_MOUSE	KCAB1_MOUSE
SPG7_MOUSE	KCAB1_MOUSE
KCRB_MOUSE	KCAB1_MOUSE
IMA7_MOUSE	KCAB1_MOUSE
PGCB_MOUSE	KCAB1_MOUSE
KAPCB_MOUSE	KCAB1_MOUSE
E2AK4_MOUSE	KCAB1_MOUSE
NDRG1_MOUSE	KCAB1_MOUSE
NID1_MOUSE	KCAB1_MOUSE
SYN2_MOUSE	KCAB1_MOUSE
4EBP2_MOUSE	KCAB1_MOUSE
MK09_MOUSE	KCAB1_MOUSE
VDAC1_MOUSE	KCAB1_MOUSE
DLG4_MOUSE	KCAB1_MOUSE
LAT2_MOUSE	KCAB1_MOUSE
CTND2_MOUSE	KCAB1_MOUSE
PPR1A_MOUSE	KCAB1_MOUSE
SIL1_MOUSE	KCAB1_MOUSE
MBD1_MOUSE	KCAB1_MOUSE
RIN1_MOUSE	KCAB1_MOUSE
JPH3_MOUSE	KCAB1_MOUSE
SIA8B_MOUSE	KCAB1_MOUSE
ISCU_MOUSE	KCAB1_MOUSE
SYUA_MOUSE	KCAB1_MOUSE
S40A1_MOUSE	KCAB1_MOUSE
CHSTA_MOUSE	KCAB1_MOUSE
ASTN1_MOUSE	KCAB1_MOUSE
ACHA4_MOUSE	KCAB1_MOUSE
SSRD_MOUSE	SSRG_MOUSE
PRC2A_MOUSE	SSRG_MOUSE
DVL2_MOUSE	MELT_MOUSE
KC1A_MOUSE	MELT_MOUSE
AIRE_MOUSE	PTX3_MOUSE
BMP8B_MOUSE	PTX3_MOUSE
ELK1_MOUSE	PTX3_MOUSE
LX12L_MOUSE	PTX3_MOUSE
SDC1_MOUSE	PTX3_MOUSE
NOS2_MOUSE	PTX3_MOUSE
HXB9_MOUSE	PTX3_MOUSE
MSMB_MOUSE	PTX3_MOUSE
TOP3B_MOUSE	PTX3_MOUSE
HRG_MOUSE	PTX3_MOUSE
BASI_MOUSE	PTX3_MOUSE
CO2_MOUSE	PTX3_MOUSE
SYT7_MOUSE	PTX3_MOUSE
MUS81_MOUSE	PTX3_MOUSE
NPTX1_MOUSE	PTX3_MOUSE
MYBA_MOUSE	PTX3_MOUSE
ASB1_MOUSE	PTX3_MOUSE
CFAH_MOUSE	PTX3_MOUSE
PIGR_MOUSE	PTX3_MOUSE
MPTX_MOUSE	PTX3_MOUSE
SAMP_MOUSE	PTX3_MOUSE
LYAM3_MOUSE	PTX3_MOUSE
NEU1_MOUSE	PTX3_MOUSE
TBX2_MOUSE	SHOX2_MOUSE
KRIT1_MOUSE	SHOX2_MOUSE
AP1M1_MOUSE	SHOX2_MOUSE
KLF5_MOUSE	SHOX2_MOUSE
MEF2C_MOUSE	SHOX2_MOUSE
CRKL_MOUSE	SHOX2_MOUSE
APH1A_MOUSE	SHOX2_MOUSE
TBX5_MOUSE	SHOX2_MOUSE
G3BP1_MOUSE	SHOX2_MOUSE
HEY2_MOUSE	SHOX2_MOUSE
FRS2_MOUSE	SHOX2_MOUSE
SPTB2_MOUSE	SHOX2_MOUSE
M3K3_MOUSE	SHOX2_MOUSE
FBLN5_MOUSE	SHOX2_MOUSE
TGFB3_MOUSE	SHOX2_MOUSE
EDN1_MOUSE	SHOX2_MOUSE
ROR2_MOUSE	SHOX2_MOUSE
RAD17_MOUSE	SHOX2_MOUSE
BMP1_MOUSE	SHOX2_MOUSE
SOS1_MOUSE	SHOX2_MOUSE
MIB1_MOUSE	SHOX2_MOUSE
ARBK1_MOUSE	SHOX2_MOUSE
TF7L2_MOUSE	SHOX2_MOUSE
LDB1_MOUSE	SHOX2_MOUSE
NRP1_MOUSE	SHOX2_MOUSE
ITAV_MOUSE	SHOX2_MOUSE
BMP2_MOUSE	SHOX2_MOUSE
EVI1_MOUSE	SHOX2_MOUSE
ULK2_MOUSE	NEUS_MOUSE
CAD23_MOUSE	NEUS_MOUSE
PK2L2_MOUSE	NEUS_MOUSE
B4GT5_MOUSE	NEUS_MOUSE
ARRB1_MOUSE	NEUS_MOUSE
VIP_MOUSE	NEUS_MOUSE
CRY1_MOUSE	NEUS_MOUSE
PER1_MOUSE	NEUS_MOUSE
HCN1_MOUSE	NEUS_MOUSE
OPN4_MOUSE	NEUS_MOUSE
UROK_MOUSE	NEUS_MOUSE
CA2D3_MOUSE	NEUS_MOUSE
PDE1B_MOUSE	NEUS_MOUSE
IC1_MOUSE	NEUS_MOUSE
GALR1_MOUSE	NEUS_MOUSE
ADA23_MOUSE	NEUS_MOUSE
ERR3_MOUSE	NEUS_MOUSE
SFRP3_MOUSE	NEUS_MOUSE
STK25_MOUSE	PDC10_MOUSE
WNT3A_MOUSE	WNT2B_MOUSE
WNT2_MOUSE	WNT2B_MOUSE
BCL6B_MOUSE	PTN22_MOUSE
CLC10_MOUSE	PTN22_MOUSE
TCF7_MOUSE	PTN22_MOUSE
TNFL6_MOUSE	PTN22_MOUSE
IL7RA_MOUSE	PTN22_MOUSE
I27RA_MOUSE	PTN22_MOUSE
SH21A_MOUSE	PTN22_MOUSE
CD3H_MOUSE	PTN22_MOUSE
DNAS1_MOUSE	PTN22_MOUSE
CD48_MOUSE	PTN22_MOUSE
CD83_MOUSE	PTN22_MOUSE
PD1L1_MOUSE	PTN22_MOUSE
IL10_MOUSE	PTN22_MOUSE
LSP1_MOUSE	PTN22_MOUSE
S22A4_MOUSE	PTN22_MOUSE
ITK_MOUSE	PTN22_MOUSE
SLMAP_MOUSE	PTN22_MOUSE
DEMA_MOUSE	PTN22_MOUSE
OSMR_MOUSE	PTN22_MOUSE
C2TA_MOUSE	PTN22_MOUSE
INAR1_MOUSE	PTN22_MOUSE
TAP2_MOUSE	PTN22_MOUSE
CD7_MOUSE	PTN22_MOUSE
PADI4_MOUSE	PTN22_MOUSE
PPIP2_MOUSE	PTN22_MOUSE
CCR1_MOUSE	PTN22_MOUSE
ST17B_MOUSE	PTN22_MOUSE
PDCD1_MOUSE	PTN22_MOUSE
SHIP1_MOUSE	PTN22_MOUSE
RASF5_MOUSE	PTN22_MOUSE
ELK4_MOUSE	PTN22_MOUSE
STOM_MOUSE	PTN22_MOUSE
DCR1C_MOUSE	DCR1B_MOUSE
KCRS_MOUSE	OLFL3_MOUSE
MYOC_MOUSE	OLFL3_MOUSE
EMD_MOUSE	SIKE1_MOUSE
TBK1_MOUSE	SIKE1_MOUSE
TRAF1_MOUSE	SIKE1_MOUSE
RNF17_MOUSE	SYCP1_MOUSE
BT1A1_MOUSE	SYCP1_MOUSE
KLH10_MOUSE	SYCP1_MOUSE
SYCE2_MOUSE	SYCP1_MOUSE
PP1G_MOUSE	SYCP1_MOUSE
ZP3_MOUSE	SYCP1_MOUSE
SPO11_MOUSE	SYCP1_MOUSE
NCOA2_MOUSE	SYCP1_MOUSE
DAZL_MOUSE	SYCP1_MOUSE
ETV5_MOUSE	SYCP1_MOUSE
ROS1_MOUSE	SYCP1_MOUSE
S5A1_MOUSE	SYCP1_MOUSE
DDX4_MOUSE	SYCP1_MOUSE
DMC1_MOUSE	SYCP1_MOUSE
SMC1B_MOUSE	SYCP1_MOUSE
ZN148_MOUSE	SYCP1_MOUSE
LALBA_MOUSE	SYCP1_MOUSE
BMP15_MOUSE	SYCP1_MOUSE
ZP1_MOUSE	SYCP1_MOUSE
NR0B1_MOUSE	SYCP1_MOUSE
SYCE1_MOUSE	SYCP1_MOUSE
GRM6_MOUSE	NGF_MOUSE
PPAL_MOUSE	NGF_MOUSE
STABP_MOUSE	NGF_MOUSE
HAP1_MOUSE	NGF_MOUSE
MC5R_MOUSE	NGF_MOUSE
PHX2B_MOUSE	NGF_MOUSE
TAU_MOUSE	NGF_MOUSE
ATOX1_MOUSE	NGF_MOUSE
SCN1B_MOUSE	NGF_MOUSE
NR2E1_MOUSE	NGF_MOUSE
CRY1_MOUSE	NGF_MOUSE
CALX_MOUSE	NGF_MOUSE
MIME_MOUSE	NGF_MOUSE
THB_MOUSE	NGF_MOUSE
OPN4_MOUSE	NGF_MOUSE
COE2_MOUSE	NGF_MOUSE
GFRA2_MOUSE	NGF_MOUSE
S45A2_MOUSE	NGF_MOUSE
ATS1_MOUSE	NGF_MOUSE
SATB1_MOUSE	NGF_MOUSE
CBS_MOUSE	NGF_MOUSE
ROCK1_MOUSE	NGF_MOUSE
VMAT2_MOUSE	NGF_MOUSE
NAB2_MOUSE	NGF_MOUSE
CO7A1_MOUSE	NGF_MOUSE
INP4A_MOUSE	NGF_MOUSE
CNGA3_MOUSE	NGF_MOUSE
ABI2_MOUSE	NGF_MOUSE
ATRN_MOUSE	NGF_MOUSE
DVL3_MOUSE	VANG1_MOUSE
DVL2_MOUSE	VANG1_MOUSE
PPN_MOUSE	VANG1_MOUSE
FCF1_MOUSE	VANG1_MOUSE
DONS_MOUSE	VANG1_MOUSE
VANG2_MOUSE	VANG1_MOUSE
CD82_MOUSE	VANG1_MOUSE
CASQ1_MOUSE	CASQ2_MOUSE
RYR2_MOUSE	CASQ2_MOUSE
KPCD_MOUSE	CASQ2_MOUSE
ANKR1_MOUSE	CASQ2_MOUSE
PDIA4_MOUSE	CASQ2_MOUSE
TNNT2_MOUSE	CASQ2_MOUSE
LCK_MOUSE	CD2_MOUSE
CD97_MOUSE	CD2_MOUSE
BCAM_MOUSE	CD2_MOUSE
GRM3_MOUSE	CD2_MOUSE
FCER2_MOUSE	CD2_MOUSE
TEP1_MOUSE	CD2_MOUSE
GGT1_MOUSE	CD2_MOUSE
MTMR1_MOUSE	CD2_MOUSE
CD48_MOUSE	CD2_MOUSE
AL3A1_MOUSE	CD2_MOUSE
SC6A8_MOUSE	CD2_MOUSE
FYN_MOUSE	CD2_MOUSE
ITK_MOUSE	CD2_MOUSE
MRC2_MOUSE	CD2_MOUSE
ASPP1_MOUSE	CD2_MOUSE
NID2_MOUSE	CD2_MOUSE
GL8D1_MOUSE	CD2_MOUSE
CD4_MOUSE	CD2_MOUSE
E41L3_MOUSE	CD2_MOUSE
CD5_MOUSE	CD2_MOUSE
CD6_MOUSE	CD2_MOUSE
CD20_MOUSE	CD2_MOUSE
MINP1_MOUSE	CD2_MOUSE
TDT_MOUSE	CD2_MOUSE
PASK_MOUSE	CD2_MOUSE
PTPRC_MOUSE	CD2_MOUSE
PKP4_MOUSE	CD2_MOUSE
AP4M1_MOUSE	FPRP_MOUSE
CD63_MOUSE	FPRP_MOUSE
CD151_MOUSE	FPRP_MOUSE
CD82_MOUSE	FPRP_MOUSE
PARP9_MOUSE	GDAP2_MOUSE
FGF6_MOUSE	TBX15_MOUSE
LMX1A_MOUSE	TBX15_MOUSE
GMPR1_MOUSE	HAOX2_MOUSE
GMPR2_MOUSE	HAOX2_MOUSE
IMDH1_MOUSE	HAOX2_MOUSE
HAOX1_MOUSE	HAOX2_MOUSE
ERLEC_MOUSE	3BHS1_MOUSE
STF1_MOUSE	3BHS1_MOUSE
YKT6_MOUSE	SC22B_MOUSE
STX5_MOUSE	SC22B_MOUSE
GOSR1_MOUSE	SC22B_MOUSE
TPC2L_MOUSE	SC22B_MOUSE
VAMP4_MOUSE	SC22B_MOUSE
RBM25_MOUSE	PR38B_MOUSE
UBP33_MOUSE	PR38B_MOUSE
STAG2_MOUSE	PR38B_MOUSE
RBM39_MOUSE	PR38B_MOUSE
ITA3_MOUSE	STXB3_MOUSE
HXD13_MOUSE	STXB3_MOUSE
GLU2B_MOUSE	STXB3_MOUSE
FANCL_MOUSE	STXB3_MOUSE
AKT2_MOUSE	STXB3_MOUSE
STXB2_MOUSE	STXB3_MOUSE
IHH_MOUSE	STXB3_MOUSE
STX1A_MOUSE	STXB3_MOUSE
VPS45_MOUSE	STXB3_MOUSE
NUP50_MOUSE	STXB3_MOUSE
KS6B1_MOUSE	STXB3_MOUSE
RPH3L_MOUSE	STXB3_MOUSE
SCFD1_MOUSE	STXB3_MOUSE
IF2A_MOUSE	STXB3_MOUSE
TYY1_MOUSE	STXB3_MOUSE
SMAD5_MOUSE	STXB3_MOUSE
PARG_MOUSE	STXB3_MOUSE
MEN1_MOUSE	STXB3_MOUSE
SOX17_MOUSE	STXB3_MOUSE
SNTG1_MOUSE	STXB3_MOUSE
NR5A2_MOUSE	STXB3_MOUSE
STXB1_MOUSE	STXB3_MOUSE
LHX3_MOUSE	STXB3_MOUSE
ITAV_MOUSE	STXB3_MOUSE
ITA6_MOUSE	STXB3_MOUSE
THRB_MOUSE	STXB3_MOUSE
NKX22_MOUSE	STXB3_MOUSE
GNAI3_MOUSE	GPSM2_MOUSE
PCP2_MOUSE	GPSM2_MOUSE
DLG1_MOUSE	GPSM2_MOUSE
RASH_MOUSE	GPSM2_MOUSE
DNJC5_MOUSE	SYPL2_MOUSE
ARAF_MOUSE	SYPL2_MOUSE
SGCA_MOUSE	SYPL2_MOUSE
IFRD1_MOUSE	SYPL2_MOUSE
